textBox46,textBox15,textBox18,textBox62,textBox17,textBox19,textBox12,textBox13,textBox40,textBox20,textBox8,textBox21,textBox7,textBox1,textBox9,textBox23,textBox10,textBox24,textBox11,textBox41,textBox49,textBox50,textBox63,textBox64,textBox68,textBox69,textBox78,textBox74,textBox73,textBox79,textBox83,textBox84,textBox154,textBox155,textBox159,textBox160,textBox164,textBox165,textBox169,textBox170,textBox174,textBox175,textBox179,textBox180,textBox184,textBox185,textBox189,textBox190,textBox194,textBox195,textBox25,textBox26,textBox27,textBox28,textBox29,textBox42,textBox51,textBox65,textBox70,textBox75,textBox80,textBox134,textBox156,textBox161,textBox166,textBox171,textBox176,textBox181,textBox186,textBox191,textBox196,textBox14,textBox30,textBox31,textBox32,textBox33,textBox34,textBox47,textBox56,textBox66,textBox71,textBox76,textBox81,textBox135,textBox157,textBox162,textBox167,textBox172,textBox177,textBox182,textBox187,textBox192,textBox197,textBox16,textBox35,textBox36,textBox37,textBox38,textBox39,textBox48,textBox57,textBox67,textBox72,textBox77,textBox82,textBox153,textBox158,textBox163,textBox168,textBox173,textBox178,textBox183,textBox188,textBox193,textBox198
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Batman,ID,0204,Credit Play Count,34,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,10,Total Plays,44,Credits,238.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,238.00,Tickets,0,GST,0.00,SN#,,Avg. Price,5.41,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Beatles,ID,0105,Credit Play Count,70,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,1,Total Plays,71,Credits,490.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,490.00,Tickets,0,GST,0.00,SN#,,Avg. Price,6.90,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Black Sword,ID,0506,Credit Play Count,50,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,7,Total Plays,57,Credits,350.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,14.00,Total Amt.,364.00,Tickets,0,GST,0.00,SN#,,Avg. Price,6.39,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Cactus Canyon,ID,0438,Credit Play Count,215,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,4,Total Plays,219,Credits,"1,505.00",Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,"1,505.00",Tickets,0,GST,0.00,SN#,,Avg. Price,6.87,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Deadpool,ID,0107,Credit Play Count,73,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,9,Total Plays,82,Credits,511.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,511.00,Tickets,0,GST,0.00,SN#,,Avg. Price,6.23,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Dialed in!,ID,0545,Credit Play Count,31,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,2,Total Plays,33,Credits,217.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,217.00,Tickets,0,GST,0.00,SN#,,Avg. Price,6.58,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Dungeons and Dragons,ID,0160,Credit Play Count,42,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,5,Total Plays,47,Credits,294.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,28.00,Total Amt.,322.00,Tickets,0,GST,0.00,SN#,,Avg. Price,6.85,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Elton John,ID,1016,Credit Play Count,54,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,0,Total Plays,54,Credits,378.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,378.00,Tickets,0,GST,0.00,SN#,,Avg. Price,7.00,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Elvira Party Monsters,ID,0161,Credit Play Count,62,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,1,Total Plays,63,Credits,434.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,434.00,Tickets,0,GST,0.00,SN#,,Avg. Price,6.89,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Elvira's House of Horrors,ID,0158,Credit Play Count,34,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,0,Total Plays,34,Credits,238.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,238.00,Tickets,0,GST,0.00,SN#,,Avg. Price,7.00,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Foo Fighters,ID,0243,Credit Play Count,13,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,9,Total Plays,22,Credits,91.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,14.00,Total Amt.,105.00,Tickets,0,GST,0.00,SN#,,Avg. Price,4.77,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Godfather,ID,0546,Credit Play Count,28,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,1,Total Plays,29,Credits,196.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,7.00,Total Amt.,203.00,Tickets,0,GST,0.00,SN#,,Avg. Price,7.00,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Godzilla,ID,0110,Credit Play Count,68,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,3,Total Plays,71,Credits,476.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,476.00,Tickets,0,GST,0.00,SN#,,Avg. Price,6.70,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Guardians of the Galaxy,ID,0511,Credit Play Count,21,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,6,Total Plays,27,Credits,147.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,147.00,Tickets,0,GST,0.00,SN#,,Avg. Price,5.44,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Guns n roses,ID,0212,Credit Play Count,70,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,1,Total Plays,71,Credits,490.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,7.00,Total Amt.,497.00,Tickets,0,GST,0.00,SN#,,Avg. Price,7.00,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Indiana Jones,ID,0215,Credit Play Count,80,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,0,Total Plays,80,Credits,560.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,560.00,Tickets,0,GST,0.00,SN#,,Avg. Price,7.00,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Iron Maiden,ID,0216,Credit Play Count,52,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,0,Total Plays,52,Credits,364.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,364.00,Tickets,0,GST,0.00,SN#,,Avg. Price,7.00,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,James Bond 007,ID,0540,Credit Play Count,27,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,2,Total Plays,29,Credits,189.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,189.00,Tickets,0,GST,0.00,SN#,,Avg. Price,6.52,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Jaws,ID,0321,Credit Play Count,113,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,11,Total Plays,124,Credits,791.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,791.00,Tickets,0,GST,0.00,SN#,,Avg. Price,6.38,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,John Wick,ID,0163,Credit Play Count,37,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,1,Total Plays,38,Credits,259.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,259.00,Tickets,0,GST,0.00,SN#,,Avg. Price,6.82,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Jurassic Park,ID,0217,Credit Play Count,83,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,2,Total Plays,85,Credits,581.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,581.00,Tickets,0,GST,0.00,SN#,,Avg. Price,6.84,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Led Zeppelin,ID,0518,Credit Play Count,31,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,4,Total Plays,35,Credits,217.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,217.00,Tickets,0,GST,0.00,SN#,,Avg. Price,6.20,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Mandalorian,ID,0220,Credit Play Count,36,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,1,Total Plays,37,Credits,252.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,252.00,Tickets,0,GST,0.00,SN#,,Avg. Price,6.81,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Medieval Madness,ID,1014,Credit Play Count,24,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,4,Total Plays,28,Credits,168.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,14.00,Total Amt.,182.00,Tickets,0,GST,0.00,SN#,,Avg. Price,6.50,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Monster Bash,ID,0322,Credit Play Count,46,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,7,Total Plays,53,Credits,322.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,322.00,Tickets,0,GST,0.00,SN#,,Avg. Price,6.08,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
Game Metric Report,Site: BankofPinball,"Period: From Thu, 01-Jan-2026 06:00 AM To Sat, 31-Jan-2026 06:00 AM",Game Profile: All,site_name,game_profile,BankofPinball,Pinball,Site Name,BankofPinball,Game Profiles,Pinball,Game Name,Munsters,ID,0102,Credit Play Count,46,Courtesy Play Count,0,Bonus Play Count,0,Time Play Count,0,Card Game Count,1,Total Plays,47,Credits,322.00,Courtesy,0.00,Bonus,0.00,Time,0.00,Card Game,0.00,Total Amt.,322.00,Tickets,0,GST,0.00,SN#,,Avg. Price,6.85,PO%,0.00,,Pinball Total,,,"2,419",0,0,0,186,"2,605","16,933.00",0.00,0.00,0.00,126.00,"17,059.00",0,0.00,,6.55,0.00,Total,BankofPinball Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94,Total,Grand Total,,,,"8,907",0,0,0,324,"9,231","56,937.00",0.00,0.00,0.00,368.00,"57,305.00","222,278",,,6.21,193.94
